date,time,srcIP,distIP,port,flow
2016-4-1,11:25:03,202.120.216.40,202.120.112.246,80,1803
2016-4-1,11:25:03,202.120.220.32,202.120.112.30,80,20520
2016-4-1,11:25:03,202.120.240.2,202.120.249.227,80,3161
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,448
2016-4-1,11:25:03,202.120.220.221,202.120.218.221,80,916
2016-4-1,11:25:03,202.120.216.230,202.120.0.22,80,883
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,2632
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,2632
2016-4-1,11:25:03,202.120.216.40,202.120.112.246,80,641
2016-4-1,11:25:03,202.120.216.40,202.120.112.246,80,3484
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,479
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,916
2016-4-1,11:25:03,202.120.220.66,202.120.112.246,80,3327
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,300
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,2135
2016-4-1,11:25:03,202.120.220.221,202.120.112.83,80,1788
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,2632
2016-4-1,11:25:03,202.120.216.34,202.120.112.246,80,3253
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,2632
2016-4-1,11:25:03,202.120.220.221,202.120.218.221,80,483
2016-4-1,11:25:03,202.120.220.221,202.120.218.221,80,483
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,2679
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,2680
2016-4-1,11:25:03,202.120.220.221,202.120.218.221,80,483
2016-4-1,11:25:03,202.120.220.52,202.120.112.246,80,292
2016-4-1,11:25:03,202.120.220.52,202.120.112.246,80,977
2016-4-1,11:25:03,202.120.220.55,202.120.4.11,80,15736
2016-4-1,11:25:03,202.120.220.55,202.120.4.11,80,16190
2016-4-1,11:25:03,202.120.140.107,202.120.235.195,80,318959
2016-4-1,11:25:03,202.120.220.221,202.120.218.221,80,483
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,2680
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,2680
2016-4-1,11:25:03,202.120.220.221,202.120.218.221,80,483
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,2680
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,2679
2016-4-1,11:25:05,202.120.216.55,202.120.112.246,80,1797
2016-4-1,11:25:05,202.120.220.99,202.120.112.246,80,2027
2016-4-1,11:25:09,202.120.169.190,202.120.160.248,80,429
2016-4-1,11:25:10,202.120.138.193,202.120.236.181,80,1122
2016-4-1,11:25:10,202.120.138.193,202.120.236.181,80,276
2016-4-1,11:25:10,202.120.138.191,202.120.236.181,80,276
2016-4-1,11:25:10,202.120.138.191,202.120.236.181,80,256
2016-4-1,11:25:11,202.120.138.193,202.120.236.181,80,3935
2016-4-1,11:25:19,202.120.140.75,202.120.160.155,80,4489
2016-4-1,11:25:19,202.120.140.75,202.120.160.155,80,4627
2016-4-1,11:25:22,202.120.138.191,202.120.236.181,80,226
2016-4-1,11:25:22,202.120.138.191,202.120.236.181,80,1911
